cleaned_text,Predicted_Target
kangaroo island unique wildlife devastated bush fire read blog b,1
potato late blight europe hard science,0
school brace five year upheaval triumphant party gove heart melissa benn,0
guy unbelievable like really weep student drowning debt subjected,0
12 january taalvolcano philippine started spewing lava forcing evacuation thousand people,1
agreed contes chelsea beast hazard costa menace unknown alonso wing scoring goal f,0
knew united talking rebuild didnt expect bloody lego set,0
eternal landlord,0
stop ur bleeding nothing ever stop ur leaving,0
hijacker access email account may tried hide 22,0
mustafa kassem died yday cold egyptian prison 54 lawyer said kassem diabetic heart condition amp w,0
deeply respect disagree staff may spread word put 100 blame,0
dont know as say screamed,0
reported suicide police official pakistan 2018 ahmed 23yo officer lahore committed,1
kara walker jubilant martyr obsolescence ruin brilliant one art installation ive seen,0
hi running reduced service moment due derailed freight train wh,1
australia epicentre right multibillion dollar orchestrated campaign mining industry amp big medium,0
seems crumbling rapidly deluge bad news dont think he coping,0
eu gaggle meps debating australian bush fire sparsely populated outback,0
best thing dfs besides making money politics thank god look twitter inund,0
engulfed flame engulfed shame betrayed imagination rareoutnow,0
much mitch mcconnell amp senate gop dont care american mitch mcconnell amp gop senator playing game,0
50 million traumatised wildlife 50 million traumatising longdead british imperialist word level,0
diversion saudi arabia first nuclear reactor nearly finished sparking fear safeguard,0
ironically real agenda pravin gordhans cheerleader exposed article see goal co,0
anyone else feel like baddie watching nick nite past ur curfew u like 13,0
stop trying hijack day thats supposed recognize men achievement struggle good,0
didnt get either clog clutch spill hot oil water,0
german hospital forced hire security guard refugee physically attack nurse,0
far easy get trapped prison making insular pushing people away g,0
hindu jinnah single hindu king destroyed mosque temple hindu always secular amp att,0
roxanne aim uncover criminal amp terrorist network combination voicebiometrics privacyaware linkan,0
submitting single job application feel simultaneously like popeye eating tthe spanch coyote,0
torrential rain greeted like old friend northern territory community weekend tropical weat,0
another large bulker head breaker shipping maritime shippingindustry drybulk,0
telangana experienced communal violence last night stroke midnight almost 500 muslim attacked hindu,1
hearing im screaming cute hopetoseewonho,0
war essentially mass murder form capital punishment support use defensi,0
feel directly attacked consider moonbin amp jinjin bias im currently wrecked rocky hate,0
bad guy last hear child suicide bomber last bomb abj bus garage,1
nancy pelosi embarrassment pelosi said whatever host mentioned protest iran islamic reg,0
almost feel bad almost live picture warren campaign sinking beyond repair refundwarren,0
dmregister course 12hour standoff law enforcement police say man fired multiple round,0
government everywhere continue behave nothing need change midst greatest crisis humanity ha,0
supreme leader saudi arabia really sunk economy murder hasnt hell,0
beauty luxury bag cream body u 859 free shipping woman casual beach floral print tunic sleeveless sho,0
2 u interference iranian air defense reading consider another explanation exists elint technology called,0
several prominent iranian state television radio host quite job saying could longer lie gov,0
dreaming standing ledge group criminal,0
collapse route 14 coamo puerto rico hanging bridge,0
junho visited fancafe probably miss oneits member cant nothing reading messa,0
shut hell stretcher shell running behind meet,0
thesiger chelmsford viceroy india 191621 jallianwala bagh massacre yet huge private,0
experienced shes tiger need beside h,0
annihilation,0
also voted military intervention syria chair labour friend palestine,0
islamic republic 1520 support base among 80 million people iran called upon floo,0
speeding car rammed group people returning attending temple festival ayyappan ka,0
dio may evil dio shall obliterate hater stando powah,0
apparently plane crashed missile fired iranian regime qasem soleimani car didnt crash th,1
first started screaming realised actually turned pretty,0
lightning live get weird tour wembley stadium 2016,0
rt fightextremism belgium united kingdom lawmaker continue voice concern risk posed sel,1
angelise iuml however cant help saying iuml done yeoman work kerala delug,0
cc3eb8fa battle id need backup lvl 100 yggdrasil omega,0
48th nation,0
let bellamy keep sweater season 7 rioting boy deserves comfortable he getting saddled,0
m3 northbound j12 pitmore amp j11 shawford outside lane blocked due traffic collision poli,1
adorable one rare moment younger brother showing expression finally hayate thu,0
unian info ukrainian plane 737 crashed killing victim iran would faced fate beca,1
one continuity driven offer brexit like upheaval incoherent associating one,0
help rescue care innocent victim fire million animal dying australian wildf,1
canada ottawa nuclear survival plan navigate share repost anywhere credit,0
apparently avalanche hit neelumvalley azad kashmir leading multiple casualty mainstream medium yet,1
emergency eyewash station otherwise simple device protect worker chemicalrelated eye,0
offer make new dress instead cant let grown sef go trauma,0
australia fire aboriginal planner say bush need burn,0
clearing cannabis haze cannabis cbd hemp legal south africa interest,0
early morning blaze yesterday razed 15 house sih,1
tragedy doesnt discrminate belief religion,0
compromised kenyan medium dead apart despot uhuru kenyatta stopped asking que,0
loss people ne fife pay lovely tribute hardworking staff,0
boat fire pa small boat harbour arson suspected via,1
stomach politics victimless crime,0
one man army thala ajith 19yearsofdheena,0
screamed first watched really cant see,0
want vaylatoken trending world vya need get spread faster hurricane let wann,0
rember day vividly young primary school boy time,1
imagine asshole think taal eruption isnt tragedy one died despite economic oc,0
go black belly nidhogg go terrifying desolation clutching something card amp p,0
democratic baltimore guncontrol 12 shot 5 fatality one day 11th january 2020 baltimore,0
nuclear disaster part 2,0
activates kill bill siren,0
scum bag robbed bike today get work bit long shot know know seen,0
push vaccination point staged bioterror event,0
wasnt long obliteration memory trace principle might,0
hard keep congress unless theyre showing hind side like gop every w,0
youve warnedany injury god forbid fatality squarely shoulder,0
pop culture changing zamboni heat wave music video set headline coachella,0
look mentally derailed,0
tell lie train get showing cancelled due lack crew hou,1
wonder religion politics many u would survived twitter,0
mean say one million hindu died massacre partition,1
russian hacker targeted ukrainian company center trump impeachment storm,1
bill end religious exemption vaccination new jersey school collapsed week protest vaccine skeptic,0
damn good reason hazardous trail known bloody bozeman joel amp companion make,0
thrilled announce feb 10 broadcast tv premiere cooked survival zip code,0
heaven sake airline mainly run route easily replaced rail journey collapsed,0
gta 5 zombie apocalypse mod 1 beginning end gta 5 mod,0
party meltdown cant stand meltdown cant stand meltdown cant stand would hap,0
call racist britain attacked racist ergo,0
year six begun new topic sinking ship linking topic visit rnli chi,0
chemical hazard advice cobram info vichazmat,1
dont get would still alive enough injure cop manage subdue hijacker could j,0
rescue operation organized local family kangaroo island transported injured koala area devastated bushfires,1
a303 eastbound chicklade wylye vehicle collision fluid spillage contractor en route,1
moved great mutually supportive conversation close ideological ally worki,0
cause silver bridge collapse merely herald never know,0
refer honestly communally charged violence islamdriven rio,0
monday suspect machete rampage home hasidic rabbi hanukkah celebration 5,0
two day namm gear acquisition syndrome explode,0
hype ust character im still shocked super gogeta ultra spacetime character usually stepup legend rising b,0
sir serious problem public transport major two route canal road p,1
29 year mil service taught 4 body bag pea,0
going mocap suit green screen epic battle scene truly take village great village cong,0
video volcano galapagos erupts lava smoke belch volcano fernandina island galapagos althoug,1
note caution hoping rest change school sector,0
weather alert severe thunderstorm warning continues la grange nc 300 pm est,1
mind wounded long,0
hugely topical wellinformed comment clever people bravo,0
mean like france rioting street people could,0
del puerto cyn 3rd diverse birding spot stanislaus county,0
first locust casualty 2020 uhuruaddress,0
job growth 2019 slower past 8 year deficit soaring real median wage still going nowhere dow woul,0
wasnt long obliteration memory trace principle might ca,0
climate cause forest fire caused mismanagement silly greenthink lightning campfire ciga,0
embassy ukraine dublin president higgins today signed book condolence victim fatal c,1
monster hurricane slowly approach outer rainbands often contain violent wind even tornado,0
farmer pet owner suffering right displaced home seperated li,1
exposed derailed,0
yeah load cop stand around monitor half day fo,0
first responder play critical role face chemical incident ensuring emergency response training instructor h,0
distressing scene australian open qualifier melbourne dalila jakupovic forced retire bushfire,1
titan raise trident drink victory annihilated enemy yesterday sent hades,1
common man survive inflation mehngailook price product price gold,0
ironic world predicted end natural disaster asteroid strike reality itll,0
wondering timeline group lesbian violently,0
damn right motherfucker walked field superdome exploded cho,0
tear man tongue proving liar youre telling world fear wh,0
gunfreezones 911 v cal fire attack america say like 911 question must ask,0
ive blocked giving nonsense fact telling eu,0
